,Title,DOI,Link,Abstract,Author Keywords,Index Keywords,FSC_stage
325,a review on pattern recognition using machine learning,10.1007/978-981-16-0942-8_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112623471&doi=10.1007%2f978-981-16-0942-8_58&partnerID=40&md5=5fa842fe47c2c2fbbe9651a2ef97825a,machine learning ml techniques have gained remarkable attention in past two decades including many fields like computer vision information retrieval and pattern recognition this paper presents a literature review on pattern recognition of various applications like signal processing agriculture sector healthcare sector signature recognition and different model analysis using ml techniques the focus of our survey is at the ml techniques classification techniques and deep learning model and improves the accuracy rate for the automatic decision making algorithms © 2021 the authors under exclusive license to springer nature singapore pte ltd,classification techniques decision making deep learning machine learning pattern recognition,deep learning pattern recognition signal processing agriculture sectors classification technique decisions makings deep learning information patterns literature reviews machine learning techniques machine-learning signal-processing vision information decision making,food production
328,monitoring cropland phenology on google earth engine using gaussian process regression,10.3390/rs14010146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121999890&doi=10.3390%2frs14010146&partnerID=40&md5=f7f17e3582fd082183cc871224d3d76a,monitoring cropland phenology from optical satellite data remains a challenging task due to the influence of clouds and atmospheric artifacts therefore measures need to be taken to overcome these challenges and gain better knowledge of crop dynamics the arrival of cloud computing platforms such as google earth engine gee has enabled us to propose a sentinel-2 s2 phenology end-to-end processing chain to achieve this the following pipeline was implemented: 1 the building of hybrid gaussian process regression gpr retrieval models of crop traits optimized with active learning 2 implementation of these models on gee 3 generation of spatiotemporally continuous maps and time series of these crop traits with the use of gap-filling through gpr fitting and finally 4 calculation of land surface phenology lsp metrics such as the start of season sos or end of season eos overall from good to high performance was achieved in particular for the estimation of canopy-level traits such as leaf area index lai and canopy chlorophyll content with normalized root mean square errors nrmse of 9% and 10% respectively by means of the gpr gap-filling time series of s2 entire tiles were reconstructed and resulting maps were demonstrated over an agricultural area in castile and leon spain where crop calendar data were available to assess the validity of lsp metrics derived from crop traits in addition phenology derived from the normalized difference vegetation index ndvi was used as reference ndvi not only proved to be a robust indicator for the calculation of lsp metrics but also served to demonstrate the good phenology quality of the quantitative trait products thanks to the gee framework the proposed workflow can be realized anywhere in the world and for any time window thus representing a shift in the satellite data processing paradigm we anticipate that the produced lsp metrics can provide meaningful insights into crop seasonal patterns in a changing environment that demands adaptive agricultural production © 2021 by the authors licensee mdpi basel switzerland,crop traits gap-filling gaussian process regression gpr google earth engine gee hybrid models land surface phenology lsp sentinel-2,biology data handling engines filling gaussian distribution gaussian noise electronic mean square error regression analysis surface measurement time series crop traits gap filling gaussian process regression google earth engine google earths hybrid model land surface phenology sentinel-2 crops,food production
329,evaluating the potential of marginal lands available for sustainable cellulosic biofuel production in italy,10.1016/j.seps.2022.101309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128670343&doi=10.1016%2fj.seps.2022.101309&partnerID=40&md5=c1b53d210d6685ca54bd6c7029f215ae,the european union aims to provide as much as one quarter of its transportation fuels via biofuels derived from renewable sources by 2030 to put this into perspective the italian government has recently established an ambitious goal to support the wider uptake of advanced second-generation biofuels including cellulosic biofuels for the transportation sector a sustainable way forward is to grow perennial biomass crops on marginal lands however the nationwide availability of those lands for lignocellulosic feedstock production remains uncertain we identify and evaluate the potential of marginal lands in italy to produce sizeable amounts of biomass for sustainable cellulosic biofuel production while limiting land use conflicts and negative ecological impacts we applied spatial multi-criteria decision analysis techniques in geographic information systems to ultimately generate spatially-explicit national land suitability and availability maps at a fine resolution 250-m we selected a broad range of leading cellulosic biomass crops that includes poplar populus × canadensis moench willow salix alba linnaeus black locust robinia pseudoacacia linnaeus giant reed arundo donax linnaeus and vetiver grass chrysopogon zizanioides linnaeus based on marginality criteria our results suggest that such biomass plantations of perennial grasses and short rotation trees may produce 31–274 billion liters of cellulosic ethanol per year from 462265 to 2811064 million hectares of available marginal lands this estimated production may fulfill 78–691% of italy's current liquid transportation fuel consumption constrained by the requirement that each modelled location be within 70 km of a potential cellulosic biorefinery collectively this study provides the cornerstone of efforts to rationally meet italy's need for renewable fuels in a sustainable low-carbon economy future © 2022 elsevier ltd,cellulosic feedstocks environmental sustainability land availability perennial grasses renewable bioenergy short rotation trees,biofuel cellulose decision analysis multicriteria analysis renewable resource sustainability italy,food production
334,actionable explainable ai axai: a practical example with aggregation functions for adaptive classification and textual explanations for interpretable machine learning,10.3390/make4040047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144729975&doi=10.3390%2fmake4040047&partnerID=40&md5=fa969a4713666675ab9e8c756de97854,in many domains of our daily life eg agriculture forestry health etc both laymen and experts need to classify entities into two binary classes yes/no good/bad sufficient/insufficient benign/malign etc for many entities this decision is difficult and we need another class called “maybe” which contains a corresponding quantifiable tendency toward one of these two opposites human domain experts are often able to mark any entity place it in a different class and adjust the position of the slope in the class moreover they can often explain the classification space linguistically—depending on their individual domain experience and previous knowledge we consider this human-in-the-loop extremely important and call our approach actionable explainable ai consequently the parameters of the functions are adapted to these requirements and the solution is explained to the domain experts accordingly specifically this paper contains three novelties going beyond the state-of-the-art: 1 a novel method for detecting the appropriate parameter range for the averaging function to treat the slope in the “maybe” class along with a proposal for a better generalisation than the existing solution 2 the insight that for a given problem the family of t-norms and t-conorms covering the whole range of nilpotency is suitable because we need a clear “no” or “yes” not only for the borderline cases consequently we adopted the schweizer–sklar family of t-norms or t-conorms in ordinal sums 3 a new fuzzy quasi-dissimilarity function for classification into three classes: main difference irrelevant difference and partial difference we conducted all of our experiments with real-world datasets © 2022 by the authors,actionable explainable ai aggregation functions classification continuous xor-problem interpretable machine learning ordinal sums,blank,food production
338,revisiting the contested role of natural resources in violent conflict risk through machine learning,10.3390/su12166574,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089845648&doi=10.3390%2fsu12166574&partnerID=40&md5=358a4df3e241755bda6e3b8946821fcd,the integrated character of the sustainable development goals in agenda 2030 as well as research in environmental security flag that sustainable peace requires sustainable and conflict-sensitive natural resource use the precise relationship between the risk for violent conflict and natural resources remains contested because of the interplay with socio-economic variables this paper aims to improve the understanding of natural resources' role in the risk of violent conflicts by accounting for complex interactions with socio-economic conditions conflict data was analysed with machine learning techniques which can account for complex patterns such as variable interactions more commonly used logistic regression models are compared with neural network models and random forest models the results indicate that a country's natural resource features are important predictors of its risk for violent conflict and that they interact with socio-economic conditions based on these empirical results and the existing literature we interpret that natural resources can be root causes of violent intrastate conflict and that signals from natural resources leading to conflict risk are reflected in and influenced by interacting socio-economic conditions more specifically the results show that variables such as access to water and food security are important predictors of conflict while resource rents and oil and ore exports are relatively less important than other natural resource variables contrasting what prior research has suggested given the potential of natural resource features to act as an early warning for violent conflict we argue that natural resources should be included in conflict risk models for conflict prevention © 2020 by the authors,conflict prediction environmental conflict logistic regression machine learning natural resource conflict natural resources neural network random forest sustainable peace,conflict management food security machine learning risk assessment socioeconomic status sustainable development violence,food production
339,origin of carbon in agricultural soil profiles deduced from depth gradients of c:n ratios carbon fractions δ13c and δ15n values,10.1007/s11104-020-04769-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097152383&doi=10.1007%2fs11104-020-04769-w&partnerID=40&md5=825f1cef285a1f31962831fd517f2b7b,aims: agricultural soils in germany store 254 pg of organic carbon c however information about how and when this c entered the soils is limited this study illustrates how depth profiles of organic matter can shed light on different entry paths of organic c methods: machine learning was used to explain total organic c toc c:n particulate organic c poc δ13c and δ15n values down to 100 cm depth based on pedology geology climate and management-related variables from the german agricultural soil inventory we estimated toc turnover rates based on the relationship between the proportion of maize only c4 plant in crop rotations and soil δ13c values results: in the upper 30 cm of cropland fresh photosynthates added on average 02 to 08 mg c ha− 1 year− 1 organic fertiliser was another source of topsoil c especially in grassland sandy sites in north-west germany contained historic c from past heathland and peatland one third of german agricultural land was found to be on colluvial and alluvial deposits in which allochthonous c from upstream and upslope areas evidently increased the toc content of subsoils in and below hardpans toc content and c:n and poc:toc ratios were low indicating restricted root-derived c input conclusions: our data indicate that ongoing management in german agricultural soils mainly affects topsoil c while c storage in subsoils reveals significant legacies from allochthonous buried or translocated c inputs specific attention should be focused on the sustainable loosening of hardpans that could result in a slow but significant increase in subsoil c stocks © 2020 the authors,blank,agricultural soil carbon isotope crop rotation heathland isotopic fractionation machine learning maize nitrogen isotope soil depth soil organic matter soil profile subsoil topsoil germany matthiola,food production
341,gaia-agstream: an explainable ai platform for mining complex data streams in agriculture,10.1007/978-3-030-88259-4_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119875445&doi=10.1007%2f978-3-030-88259-4_6&partnerID=40&md5=3ee852e65c1f129b82bc022ceead0f53,we present a position paper about our concept for an artificial intelligence ai and data streaming platform for the agricultural sector the goal of our project is to support agroecology in terms of carbon farming and biodiversity protection by providing an ai and data streaming platform called gaia-agstream that accelerates the adoption of ai in agriculture and is directly usable by farmers as well as agricultural companies in general the technical innovations we propose focus on smart sensor networks unified uncertainty management explainable ai root cause analysis and hybrid ai approaches our ai and data streaming platform concept contributes to the european open data infrastructure project gaia-x in terms of interoperability for data and ai models as well as data sovereignty and ai infrastructure our envisioned platform and the developed ai components for carbon farming and biodiversity will enable farmers to adopt sustainable and resilient production methods while establishing new and diverse revenue streams by monetizing carbon sequestration and ai ready data streams the open and federated platform concept allows to bring together research industry agricultural start-ups and farmers in order to form sustainable innovation networks we describe core concepts and architecture of our proposed approach in these contexts outline practical use cases for our platform and finally outline challenges and future prospects © 2021 springer nature switzerland ag,agroecology anomaly detection biodiversity carbon farming complex networks data fusion data quality distributed systems explainable ai knowledge graph machine learning root cause analysis sensor networks uncertainty management,agriculture anomaly detection biodiversity complex networks data integration data reduction information management knowledge graph open data quality control semantic web sensor data fusion sensor networks uncertainty analysis agro ecologies anomaly detection carbon farming data quality data streaming explainable artificial intelligence knowledge graphs root cause analysis sensors network uncertainty management machine learning,food production
342,an application of automated machine learning within a data farming process,10.1109/WSC57314.2022.10015513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147417458&doi=10.1109%2fWSC57314.2022.10015513&partnerID=40&md5=d2c3ea428c4d3ce823b5354a4a98fe89,data farming is a simulation-based methodology used within the defense community to analyze complex systems and provide insights to decision makers it can produce very large multi-dimensional data sets that require sophisticated analysis tools such as metamodeling advances in explainable artificial intelligence have expanded the types of metamodels that can be considered however constructing a well-fitting machine learning metamodel involves many tasks that can become time consuming for an analyst automated machine learning automl can save an analyst time by automating metamodel training tuning and testing using outputs of an agent-based simulation of a military ground-based air defense scenario we compared the performance of metamodels trained using automl and different experimental designs we found that automl can reasonably automate the construction of metamodels and adds robustness to the analysis by considering multiple types of metamodels however the type and size of experimental design can significantly impact metamodel performance © 2022 ieee,blank,decision making design of experiments network security statistics analysis tools automated machines data farming data set decision makers machine-learning meta model metamodeling multidimensional data performance machine learning,food production
347,predicting pesticide dissipation half-life intervals in plants with machine learning models,10.1016/j.jhazmat.2022.129177,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131139880&doi=10.1016%2fj.jhazmat.2022.129177&partnerID=40&md5=7f50ce0b39ba2ca22c3eec9d4fbd4414,pesticide dissipation half-life in plants is an important factor to assessing environmental fate of pesticides and establishing pre-harvest intervals critical to good agriculture practices however empirically measured pesticide dissipation half-lives are highly variable and the accurate prediction with models is challenging this study utilized a dataset of pesticide dissipation half-lives containing 1363 datapoints 311 pesticides 10 plant types and 4 plant component classes novel dissipation half-life intervals were proposed and predicted to account for high variations in empirical data four machine learning models ie gradient boosting regression tree gbrt random forest rf supporting vector classifier svc and logistic regression lr were developed to predict dissipation half-life intervals using extended connectivity fingerprints ecfp temperature plant type and plant component class as model inputs gbrt-ecfp had the best model performance with f1-microbinary score of 0698 ± 0010 for the binary classification compared with other machine learning models eg lr-ecfp f1-microbinary= 0662 ± 0009 feature importance analysis of molecular structures in the binary classification identified aromatic rings carbonyl group organophosphate =c-h and n-containing heterocyclic groups as important substructures related to pesticide dissipation half-lives this study suggests the utility of machine learning models in assessing the environmental fate of pesticides in agricultural crops © 2022 elsevier bv,dissipation half-life extended connectivity fingerprints gradient boosting regression tree machine learning molecular structure pesticide,adaptive boosting decision trees forecasting forestry logistic regression machine learning molecular structure pesticides random forests boosting regression trees dissipation half-life environmental fate extended connectivity fingerprint gradient boosting gradient boosting regression tree half lives machine learning models machine-learning pesticide dissipations crops acaricide antinematodal agent bactericide fungicide heterocyclic compound insecticide molluscacide organophosphate pesticide pesticide connectivity data set environmental fate machine learning molecular analysis pesticide prediction regression analysis article chemical structure controlled study crop decision tree environmental impact k means clustering logistic regression analysis machine learning molecular fingerprinting prediction error random forest agriculture half life time machine learning plant agriculture half-life machine learning pesticides plants,food production
348,assessing consumer buy and pay preferences for labeled food products with statistical and machine learning methods,10.4315/JFP-20-486,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113335223&doi=10.4315%2fJFP-20-486&partnerID=40&md5=b0e3da36aa4262188cff036c792ba320,"food labeling is one approach to encourage safe healthy and sustainable dietary practices consumer buy and pay preferences for specially labeled food products eg us department of agriculture organic raised without antibiotics and locally raised may promote the adoption of associated production practices by food producers thus it is important to understand how consumer buy and pay preferences for specially labeled products vary with their demographics food-relevant habits and foodborne disease perceptions using both conventional statistical and novel machine learning models this study analyzed michigan state university environmental science and policy program annual survey data 2019 to characterize consumer buy and pay preferences regarding eight labels related to food production practices older consumer age was significantly associated with lower consumer willingness to pay more for labeled products participants who prefer to shop in nonconventional grocery stores were more willing to buy and pay more for labeled products our machine learning models provide a new approach for analyzing food safety and labeling survey data and produced adequate average prediction accuracy scores for all eight labels the label ""raised without antibiotics""had the highest average prediction accuracy for consumer willingness to buy thus the machine learning models may be used to analyze food survey data and help develop strategies for promoting healthy food production practices copyright © international association for food protection",consumer preference food food labeling machine learning,agriculture consumer attitude food packaging food preference human machine learning questionnaire agriculture consumer behavior food labeling food preferences humans machine learning surveys and questionnaires,food production
352,a biologically interpretable two-stage deep neural network bit-dnn for vegetation recognition from hyperspectral imagery,10.1109/TGRS.2021.3058782,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101744087&doi=10.1109%2fTGRS.2021.3058782&partnerID=40&md5=0d52a4967aaf3ceb9b45f98320a3196e,spectral-spatial-based deep learning models have recently proven to be effective in hyper-spectral image hsi classification for various earth monitoring applications such as land cover classification and agricultural monitoring however due to the nature of 'black-box' model representation how to explain and interpret the learning process and the model decision especially for vegetation classification remains an open challenge this study proposes a novel interpretable deep learning model - a biologically interpretable two-stage deep neural network bit-dnn by incorporating the prior-knowledge ie biophysical and biochemical attributes and their hierarchical structures of target entities-based spectral-spatial feature transformation into the proposed framework capable of achieving both high accuracy and interpretability on hsi-based classification tasks the proposed model introduces a two-stage feature learning process: in the first stage an enhanced interpretable feature block extracts the low-level spectral features associated with the biophysical and biochemical attributes of target entities and in the second stage an interpretable capsule block extracts and encapsulates the high-level joint spectral-spatial features representing the hierarchical structure of biophysical and biochemical attributes of these target entities which provides the model an improved performance on classification and intrinsic interpretability with reduced computational complexity we have tested and evaluated the model using four real hsi data sets for four separate tasks ie plant species classification land cover classification urban scene recognition and crop disease recognition tasks the proposed model has been compared with five state-of-the-art deep learning models the results demonstrate that the proposed model has competitive advantages in terms of both classification accuracy and model interpretability especially for vegetation classification © 1980-2012 ieee,classification deep learning hyper-spectral images hsis interpretability,agricultural robots biophysics classification of information competition deep neural networks learning systems neural networks spectroscopy vegetation agricultural monitoring classification accuracy hierarchical structures hyper-spectral imageries hyper-spectral images land cover classification monitoring applications vegetation classification deep learning artificial neural network data set image classification vegetation classification,food production
354,potential for artificial intelligence ai and machine learning ml applications in biodiversity conservation managing forests and related services in india,10.3390/su14127154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132148138&doi=10.3390%2fsu14127154&partnerID=40&md5=6294bfa1687df649d2c38224471e2e3b,the recent advancement in data science coupled with the revolution in digital and satellite technology has improved the potential for artificial intelligence ai applications in the forestry and wildlife sectors india shares 7% of global forest cover and is the 8th most biodiverse region in the world however rapid expansion of developmental projects agriculture and urban areas threaten the country’s rich biodiversity therefore the adoption of new technologies like ai in indian forests and biodiversity sectors can help in effective monitoring management and conservation of biodiversity and forest resources we conducted a systematic search of literature related to the application of artificial intelligence ai and machine learning algorithms ml in the forestry sector and biodiversity conservation across globe and in india using isi web of science and google scholar additionally we also collected data on ai-based startups and non-profits in forest and wildlife sectors to understand the growth and adoption of ai technology in biodiversity conservation forest management and related services here we first provide a global overview of ai research and application in forestry and biodiversity conservation next we discuss adoption challenges of ai technologies in the indian forestry and biodiversity sectors overall we find that adoption of ai technology in indian forestry and biodiversity sectors has been slow compared to developed and to other developing countries however improving access to big data related to forest and biodiversity cloud computing and digital and satellite technology can help improve adoption of ai technology in india we hope that this synthesis will motivate forest officials scientists and conservationists in india to explore ai technology for biodiversity conservation and forest management © 2022 by the authors licensee mdpi basel switzerland,artificial intelligence biodiversity conservation forest forest resource management machine learning,artificial intelligence biodiversity conservation management forest cover forest management forest resource machine learning satellite data india,food production
356,a deep gravity model for mobility flows generation,10.1038/s41467-021-26752-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119023056&doi=10.1038%2fs41467-021-26752-4&partnerID=40&md5=f7e6fde53ce0e12b4a617eb3490c6b3a,the movements of individuals within and among cities influence critical aspects of our society such as well-being the spreading of epidemics and the quality of the environment when information about mobility flows is not available for a particular region of interest we must rely on mathematical models to generate them in this work we propose deep gravity an effective model to generate flow probabilities that exploits many features eg land use road network transport food health facilities extracted from voluntary geographic data and uses deep neural networks to discover non-linear relationships between those features and mobility flows our experiments conducted on mobility flows in england italy and new york state show that deep gravity achieves a significant increase in performance especially in densely populated regions of interest with respect to the classic gravity model and models that do not use deep neural networks or geographic data deep gravity has good generalization capability generating realistic flows also for geographic areas for which there is no data availability for training finally we show how flows generated by deep gravity may be explained in terms of the geographic features and highlight crucial differences among the three considered countries interpreting the model’s prediction with explainable ai techniques © 2021 the authors,blank,detection method gravity prediction article data availability deep neural network england gravity model health care facility italy land use new york prediction probability england italy new york united states united kingdom united states,food production
358,impact of artificial intelligence and iot in agriculture,10.1109/ICAC3N53548.2021.9725655,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126929644&doi=10.1109%2fICAC3N53548.2021.9725655&partnerID=40&md5=c41d4cec540a56c9374c5d11c223fd40,it's a fact that artificial intelligence is something which is on peak nowadays in any field whether it was manufacturing marketing industry or even in gaming it is taking its chores at utmost levels but what about one of the major concerns which is agriculture if we see the rate of dependencies of farming that what a percentage of whole worlds sharing in fact that how much a agriculture is getting in terms of new machines to farming their crops and make a plenty full of investments to buy the seeds and equipment's this paper will be consisting of such like facts and study and getting know more about how the leading areas are working with these technologies to provide the best solutions to a farmer which is cos effective and very proper to ploughing their fields © 2021 ieee,artificial intelligence big data data organization data redundancy iot manufacturing operations management,artificial intelligence internet of things manufacture seed data organization data-redundancy iot manufacturing operation management manufacturing operations operation management big data,food production
359,recent advancements and challenges of internet of things in smart agriculture: a survey,10.1016/j.future.2021.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113348010&doi=10.1016%2fj.future.2021.08.006&partnerID=40&md5=8732e327dd7d616e70729c0dc7fb22ff,the internet of things iot is an evolving paradigm that seeks to connect different smart physical components for multi-domain modernization to automatically manage and track agricultural lands with minimal human intervention numerous iot-based frameworks have been introduced this paper presents a rigorous discussion on the major components new technologies security issues challenges and future trends involved in the agriculture domain an in-depth report on recent advancements has been covered in this paper the goal of this survey is to help potential researchers detect relevant iot problems and based on the application requirements adopt suitable technologies furthermore the significance of iot and data analytics for smart agriculture has been highlighted © 2021 elsevier bv,automated irrigation data analytics iot iot challenges iot smart farming,agriculture data analytics surveys agricultural land automated irrigation data analytics human intervention internet of thing challenge internet of thing smart farming multi-domains physical components security challenges smart agricultures internet of things,food production
360,automatic prediction of village-wise soil fertility for several nutrients in india using a wide range of regression methods,10.1016/j.compag.2018.08.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053026277&doi=10.1016%2fj.compag.2018.08.003&partnerID=40&md5=ac260051c515d250a5aec287d36022dd,in low quality soils as in the indian state of maharashtra a sustainable land management practice is very important to enhance the soil quality and to maintain proper values for several nutrients that are relevant for an optimal crop yield the evaluation of a soil fertility index for these nutrients and for each geographical place allows to create maps of village-wise fertility indices which are very useful for fertility management an automatic prediction of such fertility indices would be very important to reduce the amount of chemical measurements of nutrients to be performed in different cultivation lands the current study develops the prediction of fertility indices for soil organic carbon and four important soil nutrients phosphorus pentoxide iron manganese and zinc using almost all the available regression methods specifically a collection of 76 regressors which belong to 20 families including neural networks deep learning support vector regression random forests bagging and boosting lasso and ridge regression bayesian models and more the best results are achieved by the extremely randomized regression trees extratrees with which achieve an acceptable prediction accuracy average squared correlations between 057 and 070 being also relatively fast other regressors with high performance are random forests and regularized random forest generalized boosting regression model and epsilon-support vector regression © 2018 elsevier bv,extremely randomized regression trees indian agriculture machine learning regression soil fertility index,bayesian networks cultivation decision trees deep learning forecasting forestry learning systems nutrients organic carbon rural areas soils automatic prediction chemical measurements regression regression trees regularized random forests soil fertility support vector regression svr sustainable land managements regression analysis agricultural land agricultural soil agriculture land management machine learning management practice prediction regression analysis soil fertility soil nutrient soil organic matter soil quality india maharashtra,food production
365,can exascale computing and explainable artificial intelligence applied to plant biology deliver on the united nations sustainable development goals?,10.1016/j.copbio.2020.01.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079546842&doi=10.1016%2fj.copbio.2020.01.010&partnerID=40&md5=006c224ddebcd01a3660ed324db007dd,human population growth and accelerated climate change necessitate agricultural improvements using designer crop ideotypes idealized plants that can grow in niche environments diverse and highly skilled research groups must integrate efforts to bridge the gaps needed to achieve international goals toward sustainable agriculture given the scale of global agricultural needs and the breadth of multiple types of omics data needed to optimize these efforts explainable artificial intelligence ai with a decipherable decision making process that provides a meaningful explanation to humans and exascale computing computers that can perform 1018 floating-point operations per second or exaflops are crucial accurate phenotyping and daily-resolution climatype associations are equally important for refining ideotype production to specific environments at various levels of granularity we review advances toward tackling technological hurdles to solve multiple united nations sustainable development goals and discuss a vision to overcome gaps between research and policy © 2020 elsevier ltd,blank,agriculture artificial intelligence climate change decision making digital arithmetic planning population statistics sustainable development decision making process exascale computing floating point operations per seconds human population growth plant biology research groups sustainable agriculture united nations plants botany artificial intelligence bioenergy botany climate change computer analysis crop ecological niche environmental mutagenesis epigenetics exascale computing food security genetic association genomics genotype greenhouse gas harvest human mathematical computing metabolomics multiomics nonhuman phenomics phenotype priority journal proteomics review sustainable development time series analysis transcriptomics agriculture motivation united nations agriculture artificial intelligence goals humans sustainable development united nations,food production
368,prediction of suitable candidates for covid-19 vaccination,10.32604/iasc.2022.021216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118128853&doi=10.32604%2fiasc.2022.021216&partnerID=40&md5=bcbc69ff61e748095ac51dc86a843b7d,in the current times covid-19 has taken a handful of people’s lives so vaccination is crucial for everyone to avoid the spread of the disease how-ever not every vaccine will be perfect or will get success for everyone in the pre-sent work we have analyzed the data from the vaccine adverse event reporting system and understood that the vaccines given to the people might or might not work considering certain demographic factors like age gender and multiple other variables like the state of living etc this variable is considered because it explains the unmentioned variables like their food habits and living conditions the target group for this work will be the healthcare workers government bodies & medical research organizations we analyze the data using machine learning techniques & algorithms and predict the working of covid-19 vaccines on specific age groups developed by significant vaccine manufacturers ie pfizer \biontech and moderna data visualization and analysis interpret the vaccine impact based on the above-said variables it becomes clear that people belonging to a specific demographic factor can have an option to choose the vaccine accordingly based on the previous history of a particular manufacturer’s vaccine getting succeeded for that demographic factor the various machine learning algorithms we have used are logistic regression adaboost decision tree and random forest we have considered the died variable as the target variable as this results in a high life threat on performance measure perspective adaboost is showing appreciable values the prediction of the type of vaccine to be adminis-tered could be derived using this machine learning algorithm the accuracy we achieved based on the experiment are as follows: decision tree classifier with 973% logistic regression with 9731% random forest with 978% adaboost with 981% © 2022 tech science press all rights reserved,adaboost algorithm covid-19 vaccine decision tree dt logistic regression machine learning ml random forest rf vaccine adverse event reporting system vaers dataset,blank,food production
369,casm-amfmnet: a network based on coordinate attention shuffle mechanism and asymmetric multi-scale fusion module for classification of grape leaf diseases,10.3389/fpls.2022.846767,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131861802&doi=10.3389%2ffpls.2022.846767&partnerID=40&md5=966f95ac3ea6ab41fac6912a22428cf8,grape disease is a significant contributory factor to the decline in grape yield typically affecting the leaves first efficient identification of grape leaf diseases remains a critical unmet need to mitigate background interference in grape leaf feature extraction and improve the ability to extract small disease spots by combining the characteristic features of grape leaf diseases we developed a novel method for disease recognition and classification in this study first gaussian filters sobel smooth de-noising laplace operator gssl was employed to reduce image noise and enhance the texture of grape leaves a novel network designated coordinated attention shuffle mechanism-asymmetric multi-scale fusion module net casm-amfmnet was subsequently applied for grape leaf disease identification coatnet was employed as the network backbone to improve model learning and generalization capabilities which alleviated the problem of gradient explosion to a certain extent the casm-amfmnet was further utilized to capture and target grape leaf disease areas therefore reducing background interference finally asymmetric multi-scale fusion module amfm was employed to extract multi-scale features from small disease spots on grape leaves for accurate identification of small target diseases the experimental results based on our self-made grape leaf image dataset showed that compared to existing methods casm-amfmnet achieved an accuracy of 9595% f1 score of 9578% and map of 9027% overall the model and methods proposed in this report could successfully identify different diseases of grape leaves and provide a feasible scheme for deep learning to correctly recognize grape diseases during agricultural production that may be used as a reference for other crops diseases copyright © 2022 suo zhan zhou chen hu huang cai hu and li,casm-amfmnet coordinate attention shuffle mechanism asymmetric grape leaf diseases gssl image enhancement multi-scale fusion module,blank,food production
375,predicting nitrate leaching loss in temperate rainfed cereal crops: relative importance of management and environmental drivers,10.1088/1748-9326/ac70ee,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132106392&doi=10.1088%2f1748-9326%2fac70ee&partnerID=40&md5=d554fc72bdc2c420e3c5b4e9d94d49bc,nitrate no3 leaching from agriculture represents the primary source of groundwater contamination and freshwater ecosystem degradation at the field level no3 leaching is highly variable due to interactions among soil weather and crop management factors but the relative effects of these drivers have not been quantified on a global scale using a global database of 82 field studies in temperate rainfed cereal crops with 961 observations our objectives were to a quantify the relative importance of environmental and management variables to identify key leverage points for no3 mitigation and b determine associated changes in crop productivity and potential tradeoffs for high and low no3 loss scenarios machine learning algorithms xgboost and feature importance analysis showed that the amount and intensity of rainfall explained the most variability in no3 leaching up to 24 kg n ha-1 followed by nitrogen n fertilizer rate and crop n removal in contrast other soil and management variables such as soil texture crop type tillage and n source timing and placement had less importance to reduce n losses from global agriculture under changing weather and climatic conditions these results highlight the need for better targeting and increased adoption of science-based locally adapted management practices for improving n use efficiency future policy discussions should support this transition through different instruments while also promoting more advanced weather prediction analytics especially in areas susceptible to extreme climatic variation © 2022 the authors published by iop publishing ltd,agriculture climate change fertilizer nitrate leaching nitrogen,climate change crops ecosystems environmental management groundwater groundwater pollution leaching learning algorithms machine learning nitrogen fertilizers nitrogen removal soil pollution soils textures cereal crop ecosystem degradation field level freshwater ecosystem groundwater contamination nitrate leaching nitrate leaching loss primary sources rainfed soil management nitrates algorithm cereal crop production leaching nitrate rainfall,food production
